Sprite, Number, Name, Type(s), HP, Atk, Def, SpA, SpD, Spe, Ability/Abilities, Color
<img src = "http://www.serebii.net/blackwhite/pokemon/349.png">,#349,Feebas,Water,20,15,20,10,55,80,Swift-swim : Boosts the Pokemon's Speed in rain./Adaptability : Powers up moves of the same type.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/350.png">,#350,Milotic,Water,95,60,79,100,125,81,Marvel-scale : Ups Defense if there is a status problem./Cute-charm : Contact with the Pokemon may cause infatuation.,Pink
<img src = "http://www.serebii.net/blackwhite/pokemon/351.png">,#351,Castform,Normal,70,70,70,70,70,70,Forecast : Castform transforms with the weather.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/352.png">,#352,Kecleon,Normal,60,90,70,60,120,40,Color-change : Changes the Pokemon's type to the foe's move.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/353.png">,#353,Shuppet,Ghost,44,75,35,63,33,45,Insomnia : Prevents the Pokemon from falling asleep./Frisk : The Pokemon can check a foe's held item./Cursed-body : May disable a move used on the Pokemon.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/354.png">,#354,Banette,Ghost,64,115,65,83,63,65,Insomnia : Prevents the Pokemon from falling asleep./Frisk : The Pokemon can check a foe's held item./Cursed-body : May disable a move used on the Pokemon.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/355.png">,#355,Duskull,Ghost,20,40,90,30,90,25,Levitate : Gives full immunity to all Ground-type moves.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/356.png">,#356,Dusclops,Ghost,40,70,130,60,130,25,Pressure : The Pokemon raises the foe's PP usage.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/357.png">,#357,Tropius,Grass/Flying,99,68,83,72,87,51,Chlorophyll : Boosts the Pokemon's Speed in sunshine./Solar-power : In sunshine Sp. Atk is boosted but HP decreases./Harvest : May create another Berry after one is used.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/358.png">,#358,Chimecho,Psychic,65,50,70,95,80,65,Levitate : Gives full immunity to all Ground-type moves.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/359.png">,#359,Absol,Dark,65,130,60,75,60,75,Pressure : The Pokemon raises the foe's PP usage./Super-luck : Heightens the critical- hit ratios of moves./Justified : Raises Attack when hit by a Dark-type move.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/360.png">,#360,Wynaut,Psychic,95,23,48,23,48,23,Shadow-tag : Prevents the foe from escaping./Telepathy : Anticipates an ally's attack and dodges it.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/361.png">,#361,Snorunt,Ice,50,50,50,50,50,50,Inner-focus : The Pokemon is protected from flinching./Ice-body : The Pokemon gradually regains HP in a hailstorm./Moody : Raises one stat and lowers another.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/362.png">,#362,Glalie,Ice,80,80,80,80,80,80,Inner-focus : The Pokemon is protected from flinching./Ice-body : The Pokemon gradually regains HP in a hailstorm./Moody : Raises one stat and lowers another.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/363.png">,#363,Spheal,Ice/Water,70,40,50,55,50,25,Thick-fat : Ups resistance to Fire- and Ice-type moves./Ice-body : The Pokemon gradually regains HP in a hailstorm./Oblivious : Prevents it from becoming infatuated.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/364.png">,#364,Sealeo,Ice/Water,90,60,70,75,70,45,Thick-fat : Ups resistance to Fire- and Ice-type moves./Ice-body : The Pokemon gradually regains HP in a hailstorm./Oblivious : Prevents it from becoming infatuated.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/365.png">,#365,Walrein,Ice/Water,110,80,90,95,90,65,Thick-fat : Ups resistance to Fire- and Ice-type moves./Ice-body : The Pokemon gradually regains HP in a hailstorm./Oblivious : Prevents it from becoming infatuated.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/366.png">,#366,Clamperl,Water,35,64,85,74,55,32,Shell-armor : The Pokemon is protected against critical hits./Rattled : Some move types scare it and boost its Speed.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/367.png">,#367,Huntail,Water,55,104,105,94,75,52,Swift-swim : Boosts the Pokemon's Speed in rain./Water-veil : Prevents the Pokemon from getting a burn.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/368.png">,#368,Gorebyss,Water,55,84,105,114,75,52,Swift-swim : Boosts the Pokemon's Speed in rain./Hydration : Heals status problems if it is raining.,Pink
<img src = "http://www.serebii.net/blackwhite/pokemon/369.png">,#369,Relicanth,Water/Rock,100,90,130,45,65,55,Swift-swim : Boosts the Pokemon's Speed in rain./Rock-head : Protects the Pokemon from recoil damage./Sturdy : It cannot be knocked out with one hit.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/370.png">,#370,Luvdisc,Water,43,30,55,40,65,97,Swift-swim : Boosts the Pokemon's Speed in rain./Hydration : Heals status problems if it is raining.,Pink
<img src = "http://www.serebii.net/blackwhite/pokemon/371.png">,#371,Bagon,Dragon,45,75,60,40,30,50,Rock-head : Protects the Pokemon from recoil damage./Sheer-force : Removes added effects to increase move damage.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/372.png">,#372,Shelgon,Dragon,65,95,100,60,50,50,Rock-head : Protects the Pokemon from recoil damage./Overcoat : Protects the Pokemon from damage from weather.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/373.png">,#373,Salamence,Dragon/Flying,95,135,80,110,80,100,Intimidate : Lowers the foe's Attack stat./Moxie : Boosts Attack after knocking out any Pokemon.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/374.png">,#374,Beldum,Steel/Psychic,40,55,80,35,60,30,Clear-body : Prevents other Pokemon from lowering its stats./Light-metal : Halves the Pokemon's weight.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/375.png">,#375,Metang,Steel/Psychic,60,75,100,55,80,50,Clear-body : Prevents other Pokemon from lowering its stats./Light-metal : Halves the Pokemon's weight.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/376.png">,#376,Metagross,Steel/Psychic,80,135,130,95,90,70,Clear-body : Prevents other Pokemon from lowering its stats./Light-metal : Halves the Pokemon's weight.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/377.png">,#377,Regirock,Rock,80,100,200,50,100,50,Clear-body : Prevents other Pokemon from lowering its stats./Sturdy : It cannot be knocked out with one hit.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/378.png">,#378,Regice,Ice,80,50,100,100,200,50,Clear-body : Prevents other Pokemon from lowering its stats./Ice-body : The Pokemon gradually regains HP in a hailstorm.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/379.png">,#379,Registeel,Steel,80,75,150,75,150,50,Clear-body : Prevents other Pokemon from lowering its stats./Light-metal : Halves the Pokemon's weight.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/380.png">,#380,Latias,Dragon/Psychic,80,80,90,110,130,110,Levitate : Gives full immunity to all Ground-type moves.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/381.png">,#381,Latios,Dragon/Psychic,80,90,80,130,110,110,Levitate : Gives full immunity to all Ground-type moves.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/382.png">,#382,Kyogre,Water,100,100,90,150,140,90,Drizzle : The Pokemon makes it rain if it appears in battle.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/383.png">,#383,Groudon,Ground,100,150,140,100,90,90,Drought : Turns the sunlight harsh if it is in battle.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/384.png">,#384,Rayquaza,Dragon/Flying,105,150,90,150,90,95,Air-lock : Eliminates the effects of weather.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/385.png">,#385,Jirachi,Steel/Psychic,100,100,100,100,100,100,Serene-grace : Boosts the likelihood of added effects appearing.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/386.png">,#386,Deoxys,Psychic,50,150,50,150,50,150,Pressure : The Pokemon raises the foe's PP usage.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/387.png">,#387,Turtwig,Grass,55,68,64,45,55,31,Overgrow : Powers up Grass-type moves in a pinch./Shell-armor : The Pokemon is protected against critical hits.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/388.png">,#388,Grotle,Grass,75,89,85,55,65,36,Overgrow : Powers up Grass-type moves in a pinch./Shell-armor : The Pokemon is protected against critical hits.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/389.png">,#389,Torterra,Grass/Ground,95,109,105,75,85,56,Overgrow : Powers up Grass-type moves in a pinch./Shell-armor : The Pokemon is protected against critical hits.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/390.png">,#390,Chimchar,Fire,44,58,44,58,44,61,Blaze : Powers up Fire-type moves in a pinch./Iron-fist : Boosts the power of punching moves.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/391.png">,#391,Monferno,Fire/Fighting,64,78,52,78,52,81,Blaze : Powers up Fire-type moves in a pinch./Iron-fist : Boosts the power of punching moves.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/392.png">,#392,Infernape,Fire/Fighting,76,104,71,104,71,108,Blaze : Powers up Fire-type moves in a pinch./Iron-fist : Boosts the power of punching moves.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/393.png">,#393,Piplup,Water,53,51,53,61,56,40,Torrent : Powers up Water-type moves in a pinch./Defiant : When its stats are lowered its Attack increases.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/394.png">,#394,Prinplup,Water,64,66,68,81,76,50,Torrent : Powers up Water-type moves in a pinch./Defiant : When its stats are lowered its Attack increases.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/395.png">,#395,Empoleon,Water/Steel,84,86,88,111,101,60,Torrent : Powers up Water-type moves in a pinch./Defiant : When its stats are lowered its Attack increases.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/396.png">,#396,Starly,Normal/Flying,40,55,30,30,30,60,Keen-eye : Prevents other Pokemon from lowering accuracy./Keen-eye : Prevents other Pokemon from lowering accuracy.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/397.png">,#397,Staravia,Normal/Flying,55,75,50,40,40,80,Intimidate : Lowers the foe's Attack stat./Reckless : Powers up moves that have recoil damage.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/398.png">,#398,Staraptor,Normal/Flying,85,120,70,50,50,100,Intimidate : Lowers the foe's Attack stat./Reckless : Powers up moves that have recoil damage.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/399.png">,#399,Bidoof,Normal,59,45,40,35,40,31,Simple : The Pokemon is prone to wild stat changes./Unaware : Ignores any stat changes in the Pokemon./Moody : Raises one stat and lowers another.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/400.png">,#400,Bibarel,Normal/Water,79,85,60,55,60,71,Simple : The Pokemon is prone to wild stat changes./Unaware : Ignores any stat changes in the Pokemon./Moody : Raises one stat and lowers another.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/401.png">,#401,Kricketot,Bug,37,25,41,25,41,25,Shed-skin : The Pokemon may heal its own status problems./Run-away : Enables a sure getaway from wild Pokemon.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/402.png">,#402,Kricketune,Bug,77,85,51,55,51,65,Swarm : Powers up Bug-type moves in a pinch./Technician : Powers up the Pokemon's weaker moves.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/403.png">,#403,Shinx,Electric,45,65,34,40,34,45,Rivalry : Deals more damage to a Pokemon of same gender./Intimidate : Lowers the foe's Attack stat./Guts : Boosts Attack if there is a status problem.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/404.png">,#404,Luxio,Electric,60,85,49,60,49,60,Rivalry : Deals more damage to a Pokemon of same gender./Intimidate : Lowers the foe's Attack stat./Guts : Boosts Attack if there is a status problem.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/405.png">,#405,Luxray,Electric,80,120,79,95,79,70,Rivalry : Deals more damage to a Pokemon of same gender./Intimidate : Lowers the foe's Attack stat./Guts : Boosts Attack if there is a status problem.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/406.png">,#406,Budew,Grass/Poison,40,30,35,50,70,55,Natural-cure : All status problems heal when it switches out./Poison-point : Contact with the Pokemon may poison the attacker./Leaf-guard : Prevents problems with status in sunny weather.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/407.png">,#407,Roserade,Grass/Poison,60,70,55,125,105,90,Natural-cure : All status problems heal when it switches out./Poison-point : Contact with the Pokemon may poison the attacker./Technician : Powers up the Pokemon's weaker moves.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/408.png">,#408,Cranidos,Rock,67,125,40,30,30,58,Mold-breaker : Moves can be used regardless of Abilities./Sheer-force : Removes added effects to increase move damage.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/409.png">,#409,Rampardos,Rock,97,165,60,65,50,58,Mold-breaker : Moves can be used regardless of Abilities./Sheer-force : Removes added effects to increase move damage.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/410.png">,#410,Shieldon,Rock/Steel,30,42,118,42,88,30,Sturdy : It cannot be knocked out with one hit./Soundproof : Gives full immunity to all sound-based moves.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/411.png">,#411,Bastiodon,Rock/Steel,60,52,168,47,138,30,Sturdy : It cannot be knocked out with one hit./Soundproof : Gives full immunity to all sound-based moves.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/412.png">,#412,Burmy,Bug,40,29,45,29,45,36,Shed-skin : The Pokemon may heal its own status problems./Overcoat : Protects the Pokemon from damage from weather.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/413.png">,#413,Wormadam,Bug/Grass,60,59,85,79,105,36,Anticipation : Senses a foe's dangerous moves./Overcoat : Protects the Pokemon from damage from weather.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/414.png">,#414,Mothim,Bug/Flying,70,94,50,94,50,66,Swarm : Powers up Bug-type moves in a pinch./Tinted-lens : Powers up not very effective moves.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/415.png">,#415,Combee,Bug/Flying,30,30,42,30,42,70,Honey-gather : The Pokemon may gather Honey from somewhere./Hustle : Boosts the Attack stat.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/416.png">,#416,Vespiquen,Bug/Flying,70,80,102,80,102,40,Pressure : The Pokemon raises the foe's PP usage./Unnerve : Makes the foe nervous and unable to eat Berries.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/417.png">,#417,Pachirisu,Electric,60,45,70,45,90,95,Run-away : Enables a sure getaway from wild Pokemon./Pickup : The Pokemon may pick up items./Volt-absorb : Restores HP if hit by an Electric-type move.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/418.png">,#418,Buizel,Water,55,65,35,60,30,85,Swift-swim : Boosts the Pokemon's Speed in rain./Water-veil : Prevents the Pokemon from getting a burn.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/419.png">,#419,Floatzel,Water,85,105,55,85,50,115,Swift-swim : Boosts the Pokemon's Speed in rain./Water-veil : Prevents the Pokemon from getting a burn.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/420.png">,#420,Cherubi,Grass,45,35,45,62,53,35,Chlorophyll : Boosts the Pokemon's Speed in sunshine.,Pink
<img src = "http://www.serebii.net/blackwhite/pokemon/421.png">,#421,Cherrim,Grass,70,60,70,87,78,85,Flower-gift : Powers up party Pokemon when it is sunny.,Pink
<img src = "http://www.serebii.net/blackwhite/pokemon/422.png">,#422,Shellos,Water,76,48,48,57,62,34,Sticky-hold : Protects the Pokemon from item theft./Storm-drain : Draws in all Water-type moves to up Sp. Attack./Sand-force : Boosts certain moves' power in a sandstorm.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/423.png">,#423,Gastrodon,Water/Ground,111,83,68,92,82,39,Sticky-hold : Protects the Pokemon from item theft./Storm-drain : Draws in all Water-type moves to up Sp. Attack./Sand-force : Boosts certain moves' power in a sandstorm.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/424.png">,#424,Ambipom,Normal,75,100,66,60,66,115,Technician : Powers up the Pokemon's weaker moves./Pickup : The Pokemon may pick up items./Skill-link : Increases the frequency of multi-strike moves.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/425.png">,#425,Drifloon,Ghost/Flying,90,50,34,60,44,70,Aftermath : Damages the attacker landing the finishing hit./Unburden : Raises Speed if a held item is used./Flare-boost : Powers up special attacks when burned.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/426.png">,#426,Drifblim,Ghost/Flying,150,80,44,90,54,80,Aftermath : Damages the attacker landing the finishing hit./Unburden : Raises Speed if a held item is used./Flare-boost : Powers up special attacks when burned.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/427.png">,#427,Buneary,Normal,55,66,44,44,56,85,Run-away : Enables a sure getaway from wild Pokemon./Klutz : The Pokemon can't use any held items./Limber : The Pokemon is protected from paralysis.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/428.png">,#428,Lopunny,Normal,65,76,84,54,96,105,Cute-charm : Contact with the Pokemon may cause infatuation./Klutz : The Pokemon can't use any held items./Limber : The Pokemon is protected from paralysis.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/429.png">,#429,Mismagius,Ghost,60,60,60,105,105,105,Levitate : Gives full immunity to all Ground-type moves.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/430.png">,#430,Honchkrow,Dark/Flying,100,125,52,105,52,71,Insomnia : Prevents the Pokemon from falling asleep./Super-luck : Heightens the critical- hit ratios of moves./Moxie : Boosts Attack after knocking out any Pokemon.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/431.png">,#431,Glameow,Normal,49,55,42,42,37,85,Limber : The Pokemon is protected from paralysis./Own-tempo : Prevents the Pokemon from becoming confused./Keen-eye : Prevents other Pokemon from lowering accuracy.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/432.png">,#432,Purugly,Normal,71,82,64,64,59,112,Thick-fat : Ups resistance to Fire- and Ice-type moves./Own-tempo : Prevents the Pokemon from becoming confused./Defiant : When its stats are lowered its Attack increases.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/433.png">,#433,Chingling,Psychic,45,30,50,65,50,45,Levitate : Gives full immunity to all Ground-type moves.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/434.png">,#434,Stunky,Poison/Dark,63,63,47,41,41,74,Stench : The stench may cause the target to flinch./Aftermath : Damages the attacker landing the finishing hit./Keen-eye : Prevents other Pokemon from lowering accuracy.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/435.png">,#435,Skuntank,Poison/Dark,103,93,67,71,61,84,Stench : The stench may cause the target to flinch./Aftermath : Damages the attacker landing the finishing hit./Keen-eye : Prevents other Pokemon from lowering accuracy.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/436.png">,#436,Bronzor,Steel/Psychic,57,24,86,24,86,23,Levitate : Gives full immunity to all Ground-type moves./Heatproof : Weakens the power of Fire-type moves./Heavy-metal : Doubles the Pokemon's weight.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/437.png">,#437,Bronzong,Steel/Psychic,67,89,116,79,116,33,Levitate : Gives full immunity to all Ground-type moves./Heatproof : Weakens the power of Fire-type moves./Heavy-metal : Doubles the Pokemon's weight.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/438.png">,#438,Bonsly,Rock,50,80,95,10,45,10,Sturdy : It cannot be knocked out with one hit./Rock-head : Protects the Pokemon from recoil damage./Rattled : Some move types scare it and boost its Speed.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/439.png">,#439,Mime-jr,Psychic,20,25,45,70,90,60,Soundproof : Gives full immunity to all sound-based moves./Filter : Reduces damage from supereffective attacks./Technician : Powers up the Pokemon's weaker moves.,Pink
<img src = "http://www.serebii.net/blackwhite/pokemon/440.png">,#440,Happiny,Normal,100,5,5,15,65,30,Natural-cure : All status problems heal when it switches out./Serene-grace : Boosts the likelihood of added effects appearing./Friend-guard : Reduces damage done to allies.,Pink
<img src = "http://www.serebii.net/blackwhite/pokemon/441.png">,#441,Chatot,Normal/Flying,76,65,45,92,42,91,Keen-eye : Prevents other Pokemon from lowering accuracy./Tangled-feet : Raises evasion if the Pokemon is confused./Big-pecks : Protects the Pokemon from Defense-lowering attacks.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/442.png">,#442,Spiritomb,Ghost/Dark,50,92,108,92,108,35,Pressure : The Pokemon raises the foe's PP usage./Infiltrator : Passes through the foe's barrier and strikes.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/443.png">,#443,Gible,Dragon/Ground,58,70,45,40,45,42,Sand-veil : Boosts the Pokemon's evasion in a sandstorm./Rough-skin : Inflicts damage to the attacker on contact.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/444.png">,#444,Gabite,Dragon/Ground,68,90,65,50,55,82,Sand-veil : Boosts the Pokemon's evasion in a sandstorm./Rough-skin : Inflicts damage to the attacker on contact.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/445.png">,#445,Garchomp,Dragon/Ground,108,130,95,80,85,102,Sand-veil : Boosts the Pokemon's evasion in a sandstorm./Rough-skin : Inflicts damage to the attacker on contact.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/446.png">,#446,Munchlax,Normal,135,85,40,40,85,5,Pickup : The Pokemon may pick up items./Thick-fat : Ups resistance to Fire- and Ice-type moves./Gluttony : Encourages the early use of a held Berry.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/447.png">,#447,Riolu,Fighting,40,70,40,35,40,60,Steadfast : Raises Speed each time the Pokemon flinches./Inner-focus : The Pokemon is protected from flinching./Prankster : Gives priority to a status move.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/448.png">,#448,Lucario,Fighting/Steel,70,110,70,115,70,90,Steadfast : Raises Speed each time the Pokemon flinches./Inner-focus : The Pokemon is protected from flinching./Justified : Raises Attack when hit by a Dark-type move.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/449.png">,#449,Hippopotas,Ground,68,72,78,38,42,32,Sand-stream : The Pokemon summons a sandstorm in battle./Sand-force : Boosts certain moves' power in a sandstorm.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/450.png">,#450,Hippowdon,Ground,108,112,118,68,72,47,Sand-stream : The Pokemon summons a sandstorm in battle./Sand-force : Boosts certain moves' power in a sandstorm.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/451.png">,#451,Skorupi,Poison/Bug,40,50,90,30,55,65,Battle-armor : The Pokemon is protected against critical hits./Sniper : Powers up moves if they become critical hits./Keen-eye : Prevents other Pokemon from lowering accuracy.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/452.png">,#452,Drapion,Poison/Dark,70,90,110,60,75,95,Battle-armor : The Pokemon is protected against critical hits./Sniper : Powers up moves if they become critical hits./Keen-eye : Prevents other Pokemon from lowering accuracy.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/453.png">,#453,Croagunk,Poison/Fighting,48,61,40,61,40,50,Anticipation : Senses a foe's dangerous moves./Dry-skin : Reduces HP if it is hot. Water restores HP./Poison-touch : May poison targets when a Pokemon makes contact.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/454.png">,#454,Toxicroak,Poison/Fighting,83,106,65,86,65,85,Anticipation : Senses a foe's dangerous moves./Dry-skin : Reduces HP if it is hot. Water restores HP./Poison-touch : May poison targets when a Pokemon makes contact.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/455.png">,#455,Carnivine,Grass,74,100,72,90,72,46,Levitate : Gives full immunity to all Ground-type moves.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/456.png">,#456,Finneon,Water,49,49,56,49,61,66,Swift-swim : Boosts the Pokemon's Speed in rain./Storm-drain : Draws in all Water-type moves to up Sp. Attack./Water-veil : Prevents the Pokemon from getting a burn.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/457.png">,#457,Lumineon,Water,69,69,76,69,86,91,Swift-swim : Boosts the Pokemon's Speed in rain./Storm-drain : Draws in all Water-type moves to up Sp. Attack./Water-veil : Prevents the Pokemon from getting a burn.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/458.png">,#458,Mantyke,Water/Flying,45,20,50,60,120,50,Swift-swim : Boosts the Pokemon's Speed in rain./Water-absorb : Restores HP if hit by a Water-type move./Water-veil : Prevents the Pokemon from getting a burn.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/459.png">,#459,Snover,Grass/Ice,60,62,50,62,60,40,Snow-warning : The Pokemon summons a hailstorm in battle./Soundproof : Gives full immunity to all sound-based moves.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/460.png">,#460,Abomasnow,Grass/Ice,90,92,75,92,85,60,Snow-warning : The Pokemon summons a hailstorm in battle./Soundproof : Gives full immunity to all sound-based moves.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/461.png">,#461,Weavile,Dark/Ice,70,120,65,45,85,125,Pressure : The Pokemon raises the foe's PP usage./Pressure : The Pokemon raises the foe's PP usage./Pickpocket : Steals an item when hit by another Pokemon.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/462.png">,#462,Magnezone,Electric/Steel,70,70,115,130,90,60,Magnet-pull : Prevents Steel-type Pokemon from escaping./Sturdy : It cannot be knocked out with one hit./Analytic : Boosts move power when the Pokemon moves last.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/463.png">,#463,Lickilicky,Normal,110,85,95,80,95,50,Own-tempo : Prevents the Pokemon from becoming confused./Oblivious : Prevents it from becoming infatuated./Cloud-nine : Eliminates the effects of weather.,Pink
<img src = "http://www.serebii.net/blackwhite/pokemon/464.png">,#464,Rhyperior,Ground/Rock,115,140,130,55,55,40,Lightningrod : Draws in all Electric-type moves to up Sp. Attack./Solid-rock : Reduces damage from supereffective attacks./Reckless : Powers up moves that have recoil damage.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/465.png">,#465,Tangrowth,Grass,100,100,125,110,50,50,Chlorophyll : Boosts the Pokemon's Speed in sunshine./Leaf-guard : Prevents problems with status in sunny weather./Regenerator : Restores a little HP when withdrawn from battle.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/466.png">,#466,Electivire,Electric,75,123,67,95,85,95,Motor-drive : Raises Speed if hit by an Electric-type move./Vital-spirit : Prevents the Pokemon from falling asleep.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/467.png">,#467,Magmortar,Fire,75,95,67,125,95,83,Flame-body : Contact with the Pokemon may burn the attacker./Vital-spirit : Prevents the Pokemon from falling asleep.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/468.png">,#468,Togekiss,Normal/Flying,85,50,95,120,115,80,Hustle : Boosts the Attack stat./Serene-grace : Boosts the likelihood of added effects appearing./Super-luck : Heightens the critical- hit ratios of moves.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/469.png">,#469,Yanmega,Bug/Flying,86,76,86,116,56,95,Speed-boost : Its Speed stat is gradually boosted./Tinted-lens : Powers up not very effective moves./Frisk : The Pokemon can check a foe's held item.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/470.png">,#470,Leafeon,Grass,65,110,130,60,65,95,Leaf-guard : Prevents problems with status in sunny weather./Leaf-guard : Prevents problems with status in sunny weather./Chlorophyll : Boosts the Pokemon's Speed in sunshine.,Green
